,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers,Group
0,GAPDH,NCRM1-,1.1176035180911743,1.2221883572081682,0.11892362573144583,0.06866058732905655,False,IPSC
1,GAPDH,NCRM1-,1.1974136804981057,1.2221883572081682,0.11892362573144583,0.06866058732905655,False,IPSC
2,GAPDH,NCRM1-,1.3515478730352244,1.2221883572081682,0.11892362573144583,0.06866058732905655,False,IPSC
3,GAPDH,522-266-2-,1.066426168094627,1.1238683270318084,0.0764619065317633,0.04414530231886555,False,IPSC
4,GAPDH,522-266-2-,1.0945228762704222,1.1238683270318084,0.0764619065317633,0.04414530231886555,False,IPSC
5,GAPDH,522-266-2-,1.2106559367303757,1.1238683270318084,0.0764619065317633,0.04414530231886555,False,IPSC
6,GAPDH,AiW001-2-,1.0408590308370045,1.1542951541850222,0.09988513216775828,0.0576687079450966,False,IPSC
7,GAPDH,AiW001-2-,1.2290748898678414,1.1542951541850222,0.09988513216775828,0.0576687079450966,False,IPSC
8,GAPDH,AiW001-2-,1.1929515418502203,1.1542951541850222,0.09988513216775828,0.0576687079450966,False,IPSC
9,GAPDH,AiW002-2-,1.160700823256235,1.0548535930762042,0.09175674650305649,0.052975782293503915,False,IPSC
10,GAPDH,AiW002-2-,1.0060010253008054,1.0548535930762042,0.09175674650305649,0.052975782293503915,False,IPSC
11,GAPDH,AiW002-2-,0.9978589306715722,1.0548535930762042,0.09175674650305649,0.052975782293503915,False,IPSC
12,GAPDH,AJC001-5-,1.131131773004168,1.2151330554664954,0.08473935350879817,0.04892428855925949,False,IPSC
13,GAPDH,AJC001-5-,1.213675711912326,1.2151330554664954,0.08473935350879817,0.04892428855925949,False,IPSC
14,GAPDH,AJC001-5-,1.3005916814829925,1.2151330554664954,0.08473935350879817,0.04892428855925949,False,IPSC
15,GAPDH,AJG001C4-,1.1983198319831982,1.2100010001000099,0.03463366983474791,0.019995758602116328,False,IPSC
16,GAPDH,AJG001C4-,1.182718271827183,1.2100010001000099,0.03463366983474791,0.019995758602116328,False,IPSC
17,GAPDH,AJG001C4-,1.248964896489649,1.2100010001000099,0.03463366983474791,0.019995758602116328,False,IPSC
18,GAPDH,NCRM1-,0.9574735431267974,1.0949375924943456,0.12103082079228646,0.06987717696466794,False,NPC
19,GAPDH,NCRM1-,1.141847932315081,1.0949375924943456,0.12103082079228646,0.06987717696466794,False,NPC
20,GAPDH,NCRM1-,1.1854913020411584,1.0949375924943456,0.12103082079228646,0.06987717696466794,False,NPC
21,GAPDH,522-266-2-,0.9805403496380011,1.1097533698275355,0.1385666939870047,0.08000151807411367,False,NPC
22,GAPDH,522-266-2-,1.092636411795868,1.1097533698275355,0.1385666939870047,0.08000151807411367,False,NPC
23,GAPDH,522-266-2-,1.2560833480487377,1.1097533698275355,0.1385666939870047,0.08000151807411367,False,NPC
24,GAPDH,AiW001-2-,0.659012298232129,0.6360972328977709,0.03240679617851488,0.022915065334358165,False,NPC
25,GAPDH,AiW001-2-,0.6131821675634127,0.6360972328977709,0.03240679617851488,0.022915065334358165,False,NPC
26,GAPDH,AiW002-2-,0.912518028547272,0.9011123820891562,0.03143267903773694,0.018147665703788528,False,NPC
27,GAPDH,AiW002-2-,0.9252499129656339,0.9011123820891562,0.03143267903773694,0.018147665703788528,False,NPC
28,GAPDH,AiW002-2-,0.8655692047545631,0.9011123820891562,0.03143267903773694,0.018147665703788528,False,NPC
29,GAPDH,AJC001-5-,1.0152219556088782,1.075997300539892,0.08594931705934261,0.06077534493101377,False,NPC
30,GAPDH,AJC001-5-,1.1367726454709057,1.075997300539892,0.08594931705934261,0.06077534493101377,False,NPC
31,GAPDH,AJG001C4-,0.915451442755197,0.91525752404592,0.04322480653940944,0.024955853691197537,False,NPC
32,GAPDH,AJG001C4-,0.8719360843934222,0.91525752404592,0.04322480653940944,0.024955853691197537,False,NPC
33,GAPDH,AJG001C4-,0.9583850449891406,0.91525752404592,0.04322480653940944,0.024955853691197537,False,NPC
34,GAPDH,NCRM1-,0.9295954045954047,1.0711788211788213,0.1337021604661109,0.07719297833634367,False,DA4W
35,GAPDH,NCRM1-,1.0886613386613386,1.0711788211788213,0.1337021604661109,0.07719297833634367,False,DA4W
36,GAPDH,NCRM1-,1.1952797202797203,1.0711788211788213,0.1337021604661109,0.07719297833634367,False,DA4W
37,GAPDH,522-266-2-,1.1417745672618236,1.2241788196810686,0.08174458934452852,0.04719526066285896,False,DA4W
38,GAPDH,522-266-2-,1.225514515469538,1.2241788196810686,0.08174458934452852,0.04719526066285896,False,DA4W
39,GAPDH,522-266-2-,1.305247376311844,1.2241788196810686,0.08174458934452852,0.04719526066285896,False,DA4W
40,GAPDH,AiW001-2-,1.1187846917908268,1.079520888109845,0.03733855062070288,0.021557422252013278,False,DA4W
41,GAPDH,AiW001-2-,1.0753140520011686,1.079520888109845,0.03733855062070288,0.021557422252013278,False,DA4W
42,GAPDH,AiW001-2-,1.0444639205375401,1.079520888109845,0.03733855062070288,0.021557422252013278,False,DA4W
43,GAPDH,AiW002-2-,0.9447303181183725,0.9428553571800586,0.044091491488403856,0.02545623447980206,False,DA4W
44,GAPDH,AiW002-2-,0.8978562946605279,0.9428553571800586,0.044091491488403856,0.02545623447980206,False,DA4W
45,GAPDH,AiW002-2-,0.9859794587612758,0.9428553571800586,0.044091491488403856,0.02545623447980206,False,DA4W
46,GAPDH,AJG001C4-,1.0750279955207167,1.1388297872340427,0.0632902322348121,0.0365406326178427,False,DA4W
