164,G20,0,A 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.384,21.284,0.125,5.448,5.824,0.480,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.888,N,N
165,G21,0,A 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.324,21.284,0.125,5.660,5.824,0.480,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.886,N,N
166,G22,0,A 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.104,21.263,0.141,6.525,5.904,0.549,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.885,N,N
167,G23,0,A 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.312,21.263,0.141,5.707,5.904,0.549,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.884,N,N
168,G24,0,A 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.374,21.263,0.141,5.480,5.904,0.549,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.901,N,N
169,H1,0,,ACTB,STANDARD,VIC,NFQ-MGB,22.045,22.033,0.043,0.781,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,17,Amp,,0.970,N,N
170,H2,0,,ACTB,STANDARD,VIC,NFQ-MGB,21.986,22.033,0.043,0.781,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,16,Amp,,0.970,N,N
171,H3,0,,ACTB,STANDARD,VIC,NFQ-MGB,22.068,22.033,0.043,0.781,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,17,Amp,,0.971,N,N
181,H13,0,,GAPDH,STANDARD,VIC,NFQ-MGB,24.276,24.465,0.172,0.781,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,19,Amp,,0.946,N,N
182,H14,0,,GAPDH,STANDARD,VIC,NFQ-MGB,24.611,24.465,0.172,0.781,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,20,Amp,,0.953,N,N
183,H15,0,,GAPDH,STANDARD,VIC,NFQ-MGB,24.507,24.465,0.172,0.781,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,19,Amp,,0.952,N,N
193,I1,0,B 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,17.985,18.227,0.212,12.174,10.403,1.551,21.660,0.999,-3.385,97.418,1,0.159,1,3,12,Amp,,0.952,Y,Y
194,I2,0,B 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.312,18.227,0.212,9.748,10.403,1.551,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.957,N,N
195,I3,0,B 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.383,18.227,0.212,9.286,10.403,1.551,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.956,N,N
196,I4,0,B 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.069,19.149,0.070,5.826,5.519,0.266,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.979,N,N
197,I5,0,B 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.190,19.149,0.070,5.366,5.519,0.266,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.964,N,N
198,I6,0,B 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.189,19.149,0.070,5.366,5.519,0.266,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.963,N,N
199,I7,0,B 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.785,18.859,0.105,7.063,6.728,0.470,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.969,N,N
200,I8,0,B 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.813,18.859,0.105,6.931,6.728,0.470,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.961,N,N
201,I9,0,B 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.979,18.859,0.105,6.191,6.728,0.470,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.976,N,N
202,I10,0,B 3450 4 WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.631,19.839,0.182,3.975,3.469,0.442,21.660,0.999,-3.385,97.418,1,0.159,1,3,15,Amp,,0.969,N,N
203,I11,0,B 3450 4 WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.917,19.839,0.182,3.272,3.469,0.442,21.660,0.999,-3.385,97.418,1,0.159,1,3,15,Amp,,0.986,N,N
204,I12,0,B 3450 4 WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.968,19.839,0.182,3.159,3.469,0.442,21.660,0.999,-3.385,97.418,1,0.159,1,3,15,Amp,,0.983,N,N
205,I13,0,B 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.496,20.665,0.157,9.665,8.692,0.890,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.851,N,N
206,I14,0,B 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.696,20.665,0.157,8.491,8.692,0.890,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.859,N,N
207,I15,0,B 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.804,20.665,0.157,7.919,8.692,0.890,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.876,N,N
208,I16,0,B 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.608,20.721,0.099,8.989,8.366,0.543,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.858,N,N
209,I17,0,B 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.767,20.721,0.099,8.112,8.366,0.543,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.872,N,N
210,I18,0,B 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.789,20.721,0.099,7.996,8.366,0.543,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.864,N,N
211,I19,0,B 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.851,21.027,0.154,7.684,6.881,0.703,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.872,N,N
212,I20,0,B 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.139,21.027,0.154,6.379,6.881,0.703,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.876,N,N
213,I21,0,B 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.091,21.027,0.154,6.579,6.881,0.703,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.870,N,N
214,I22,0,B 3450 4 WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.213,21.298,0.093,6.083,5.763,0.342,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.858,N,N
215,I23,0,B 3450 4 WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.397,21.298,0.093,5.402,5.763,0.342,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.897,N,N
216,I24,0,B 3450 4 WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.285,21.298,0.093,5.805,5.763,0.342,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.855,N,N
217,J1,0,,ACTB,STANDARD,VIC,NFQ-MGB,23.922,23.935,0.084,0.195,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,19,Amp,,0.970,N,N
218,J2,0,,ACTB,STANDARD,VIC,NFQ-MGB,23.857,23.935,0.084,0.195,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,18,Amp,,0.976,N,N
219,J3,0,,ACTB,STANDARD,VIC,NFQ-MGB,24.024,23.935,0.084,0.195,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,18,Amp,,0.974,N,N
229,J13,0,,GAPDH,STANDARD,VIC,NFQ-MGB,26.501,26.560,0.072,0.195,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,22,Amp,,0.953,N,N
230,J14,0,,GAPDH,STANDARD,VIC,NFQ-MGB,26.641,26.560,0.072,0.195,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,22,Amp,,0.955,N,N
231,J15,0,,GAPDH,STANDARD,VIC,NFQ-MGB,26.538,26.560,0.072,0.195,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,21,Amp,,0.962,N,N
241,K1,0,C 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.504,18.627,0.129,8.554,7.885,0.689,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.967,N,N
242,K2,0,C 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.617,18.627,0.129,7.922,7.885,0.689,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.966,N,N
243,K3,0,C 3450 iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.762,18.627,0.129,7.179,7.885,0.689,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.964,N,N
244,K4,0,C 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.409,18.561,0.151,9.122,8.259,0.849,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.955,N,N
245,K5,0,C 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.712,18.561,0.151,7.424,8.259,0.849,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.962,N,N
246,K6,0,C 3450 MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.560,18.561,0.151,8.231,8.259,0.849,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.954,N,N
247,K7,0,C 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.718,19.851,0.115,3.745,3.428,0.274,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.967,N,N
248,K8,0,C 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.917,19.851,0.115,3.272,3.428,0.274,21.660,0.999,-3.385,97.418,1,0.159,1,3,15,Amp,,0.976,N,N
249,K9,0,C 3450 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.918,19.851,0.115,3.269,3.428,0.274,21.660,0.999,-3.385,97.418,1,0.159,1,3,15,Amp,,0.982,N,N
250,K10,0,C 3450 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.220,19.330,0.096,5.254,4.883,0.326,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.977,N,N
251,K11,0,C 3450 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.402,19.330,0.096,4.645,4.883,0.326,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.962,N,N
252,K12,0,C 3450 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.369,19.330,0.096,4.750,4.883,0.326,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.965,N,N
253,K13,0,C 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.990,21.081,0.100,7.025,6.633,0.426,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.875,N,N
254,K14,0,C 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.065,21.081,0.100,6.694,6.633,0.426,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.877,N,N
255,K15,0,C 3450 iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.188,21.081,0.100,6.181,6.633,0.426,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.873,N,N
256,K16,0,C 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.026,20.069,0.041,13.090,12.735,0.336,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.839,N,N
257,K17,0,C 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.107,20.069,0.041,12.420,12.735,0.336,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.845,N,N
258,K18,0,C 3450 MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.073,20.069,0.041,12.693,12.735,0.336,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.844,N,N
259,K19,0,C 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.442,21.587,0.125,5.245,4.788,0.396,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.903,N,N
260,K20,0,C 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.653,21.587,0.125,4.578,4.788,0.396,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.905,N,N
261,K21,0,C 3450 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.665,21.587,0.125,4.542,4.788,0.396,24.010,0.999,-3.567,90.712,1,0.116,1,3,17,Amp,,0.895,N,N
262,K22,0,C 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.918,21.028,0.104,7.361,6.865,0.465,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.873,N,N
263,K23,0,C 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.125,21.028,0.104,6.439,6.865,0.465,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.877,N,N
264,K24,0,C 3450 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.041,21.028,0.104,6.795,6.865,0.465,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.877,N,N
265,L1,0,,ACTB,STANDARD,VIC,NFQ-MGB,25.969,25.981,0.039,0.049,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,20,Amp,,0.972,N,N
266,L2,0,,ACTB,STANDARD,VIC,NFQ-MGB,25.950,25.981,0.039,0.049,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,21,Amp,,0.972,N,N
267,L3,0,,ACTB,STANDARD,VIC,NFQ-MGB,26.024,25.981,0.039,0.049,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,21,Amp,,0.968,N,N
277,L13,0,,GAPDH,STANDARD,VIC,NFQ-MGB,28.533,28.713,0.156,0.049,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,23,Amp,,0.958,N,N
278,L14,0,,GAPDH,STANDARD,VIC,NFQ-MGB,28.788,28.713,0.156,0.049,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,24,Amp,,0.950,N,N
279,L15,0,,GAPDH,STANDARD,VIC,NFQ-MGB,28.817,28.713,0.156,0.049,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,24,Amp,,0.950,N,N
289,M1,0,A G93A iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.280,18.423,0.125,9.960,9.059,0.788,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.958,N,N
290,M2,0,A G93A iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.476,18.423,0.125,8.716,9.059,0.788,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.968,N,N
291,M3,0,A G93A iPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.513,18.423,0.125,8.500,9.059,0.788,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.957,N,N
292,M4,0,A G93A MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.992,18.853,0.217,6.138,6.798,1.042,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.975,N,N
293,M5,0,A G93A MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.602,18.853,0.217,7.999,6.798,1.042,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.957,N,N
294,M6,0,A G93A MNPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.964,18.853,0.217,6.256,6.798,1.042,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.976,N,N
295,M7,0,A G93A 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.603,18.852,0.227,7.997,6.803,1.073,21.660,0.999,-3.385,97.418,1,0.159,1,3,13,Amp,,0.952,N,N
296,M8,0,A G93A 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.909,18.852,0.227,6.494,6.803,1.073,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.970,N,N
297,M9,0,A G93A 2WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.045,18.852,0.227,5.919,6.803,1.073,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.957,N,N
298,M10,0,A G93A 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,18.986,19.140,0.133,6.162,5.567,0.516,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.980,N,N
299,M11,0,A G93A 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.222,19.140,0.133,5.248,5.567,0.516,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.973,N,N
300,M12,0,A G93A 4WK,ACTB,UNKNOWN,VIC,NFQ-MGB,19.211,19.140,0.133,5.290,5.567,0.516,21.660,0.999,-3.385,97.418,1,0.159,1,3,14,Amp,,0.973,N,N
301,M13,0,A G93A iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.349,20.337,0.069,10.622,10.715,0.479,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.853,N,N
302,M14,0,A G93A iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.263,20.337,0.069,11.234,10.715,0.479,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.849,N,N
303,M15,0,A G93A iPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.399,20.337,0.069,10.289,10.715,0.479,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.853,N,N
304,M16,0,A G93A MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.610,20.534,0.158,8.980,9.464,0.993,24.010,0.999,-3.567,90.712,1,0.116,1,3,15,Amp,,0.866,N,N
305,M17,0,A G93A MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.640,20.534,0.158,8.807,9.464,0.993,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.856,N,N
306,M18,0,A G93A MNPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.352,20.534,0.158,10.606,9.464,0.993,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.855,N,N
307,M19,0,A G93A 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.090,21.154,0.061,6.587,6.323,0.249,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.880,N,N
308,M20,0,A G93A 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.161,21.154,0.061,6.291,6.323,0.249,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.884,N,N
309,M21,0,A G93A 2WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.210,21.154,0.061,6.093,6.323,0.249,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.878,N,N
310,M22,0,A G93A 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.899,21.026,0.112,7.449,6.877,0.506,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.884,N,N
311,M23,0,A G93A 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.113,21.026,0.112,6.490,6.877,0.506,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.881,N,N
312,M24,0,A G93A 4WK,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.065,21.026,0.112,6.691,6.877,0.506,24.010,0.999,-3.567,90.712,1,0.116,1,3,16,Amp,,0.892,N,N
313,N1,0,,ACTB,STANDARD,VIC,NFQ-MGB,28.379,28.158,0.211,0.012,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,23,Amp,,0.959,N,N
314,N2,0,,ACTB,STANDARD,VIC,NFQ-MGB,27.958,28.158,0.211,0.012,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,23,Amp,,0.971,N,N
315,N3,0,,ACTB,STANDARD,VIC,NFQ-MGB,28.136,28.158,0.211,0.012,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,23,Amp,,0.967,N,N
325,N13,0,,GAPDH,STANDARD,VIC,NFQ-MGB,30.809,30.831,0.019,0.012,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,26,Amp,,0.944,N,N
326,N14,0,,GAPDH,STANDARD,VIC,NFQ-MGB,30.843,30.831,0.019,0.012,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,26,Amp,,0.947,N,N
327,N15,0,,GAPDH,STANDARD,VIC,NFQ-MGB,30.841,30.831,0.019,0.012,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,26,Amp,,0.947,N,N
361,P1,0,,ACTB,STANDARD,VIC,NFQ-MGB,30.310,30.301,0.369,0.003,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,25,Amp,,0.962,N,N
362,P2,0,,ACTB,STANDARD,VIC,NFQ-MGB,29.928,30.301,0.369,0.003,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,24,Amp,,0.966,N,N
363,P3,0,,ACTB,STANDARD,VIC,NFQ-MGB,30.665,30.301,0.369,0.003,,,21.660,0.999,-3.385,97.418,1,0.159,1,3,25,Amp,,0.956,N,N
373,P13,0,,GAPDH,STANDARD,VIC,NFQ-MGB,32.687,32.878,0.169,0.003,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,28,Amp,,0.942,N,N
374,P14,0,,GAPDH,STANDARD,VIC,NFQ-MGB,33.004,32.878,0.169,0.003,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,28,Amp,,0.928,N,N
375,P15,0,,GAPDH,STANDARD,VIC,NFQ-MGB,32.944,32.878,0.169,0.003,,,24.010,0.999,-3.567,90.712,1,0.116,1,3,27,Amp,,0.942,N,N
