167,G23,0,A 3450 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,23.709,23.736,0.089,16.187,15.925,0.933,27.891,0.989,-3.458,94.619,1,0.287,1,3,18,Amp,,0.983,N
168,G24,0,A 3450 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,23.835,23.736,0.089,14.889,15.925,0.933,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.980,N
169,H1,0,,Olig2,STANDARD,FAM,NFQ-MGB,33.753,33.986,0.227,0.781,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.963,N
170,H2,0,,Olig2,STANDARD,FAM,NFQ-MGB,34.206,33.986,0.227,0.781,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.958,N
171,H3,0,,Olig2,STANDARD,FAM,NFQ-MGB,33.998,33.986,0.227,0.781,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.962,N
181,H13,0,,Pax6,STANDARD,FAM,NFQ-MGB,28.366,28.589,0.201,0.781,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,23,Amp,,0.972,N
182,H14,0,,Pax6,STANDARD,FAM,NFQ-MGB,28.754,28.589,0.201,0.781,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,23,Amp,,0.965,N
183,H15,0,,Pax6,STANDARD,FAM,NFQ-MGB,28.646,28.589,0.201,0.781,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,21,Amp,,0.967,N
193,I1,0,B 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,31.515,31.648,0.116,3.799,3.483,0.275,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.950,N
194,I2,0,B 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,31.703,31.648,0.116,3.351,3.483,0.275,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.949,N
195,I3,0,B 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,31.726,31.648,0.116,3.299,3.483,0.275,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.949,N
196,I4,0,B 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,32.160,32.634,0.519,2.467,1.867,0.614,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.954,Y
197,I5,0,B 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,32.555,32.634,0.519,1.895,1.867,0.614,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.951,Y
198,I6,0,B 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,33.188,32.634,0.519,1.239,1.867,0.614,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.942,Y
199,I7,0,B 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.140,33.765,0.549,1.280,0.883,0.346,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.947,Y
200,I8,0,B 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,34.168,33.765,0.549,0.643,0.883,0.346,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.953,Y
201,I9,0,B 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.987,33.765,0.549,0.726,0.883,0.346,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.930,Y
202,I10,0,B 3450 4 WK,Olig2,UNKNOWN,FAM,NFQ-MGB,32.271,32.694,0.473,2.290,1.782,0.534,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.943,N
203,I11,0,B 3450 4 WK,Olig2,UNKNOWN,FAM,NFQ-MGB,32.607,32.694,0.473,1.829,1.782,0.534,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.970,N
204,I12,0,B 3450 4 WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.204,32.694,0.473,1.226,1.782,0.534,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.970,N
205,I13,0,B 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,29.670,29.715,0.109,0.306,0.297,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,24,Amp,,0.965,N
206,I14,0,B 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,29.637,29.715,0.109,0.313,0.297,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,24,Amp,,0.971,N
207,I15,0,B 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,29.839,29.715,0.109,0.273,0.297,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,24,Amp,,0.975,N
208,I16,0,B 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.624,22.829,0.182,33.356,29.241,3.638,27.891,0.989,-3.458,94.619,1,0.287,1,3,16,Amp,,0.974,N
209,I17,0,B 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.891,22.829,0.182,27.918,29.241,3.638,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.973,N
210,I18,0,B 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.972,22.829,0.182,26.450,29.241,3.638,27.891,0.989,-3.458,94.619,1,0.287,1,3,18,Amp,,0.983,N
211,I19,0,B 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.821,22.884,0.055,29.251,28.051,1.042,27.891,0.989,-3.458,94.619,1,0.287,1,3,18,Amp,,0.975,N
212,I20,0,B 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.911,22.884,0.055,27.538,28.051,1.042,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.981,N
213,I21,0,B 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.921,22.884,0.055,27.365,28.051,1.042,27.891,0.989,-3.458,94.619,1,0.287,1,3,16,Amp,,0.979,N
214,I22,0,B 3450 4 WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.375,22.396,0.200,39.371,39.042,5.124,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.985,N
215,I23,0,B 3450 4 WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.208,22.396,0.200,43.993,39.042,5.124,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.972,N
216,I24,0,B 3450 4 WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.605,22.396,0.200,33.761,39.042,5.124,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.976,N
217,J1,0,,Olig2,STANDARD,FAM,NFQ-MGB,36.624,36.396,0.322,0.195,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,31,Inconclusive,,0.923,N
219,J3,0,,Olig2,STANDARD,FAM,NFQ-MGB,36.169,36.396,0.322,0.195,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,30,Amp,,0.921,N
229,J13,0,,Pax6,STANDARD,FAM,NFQ-MGB,30.142,30.131,0.099,0.195,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,24,Amp,,0.964,N
230,J14,0,,Pax6,STANDARD,FAM,NFQ-MGB,30.224,30.131,0.099,0.195,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,25,Amp,,0.960,N
231,J15,0,,Pax6,STANDARD,FAM,NFQ-MGB,30.027,30.131,0.099,0.195,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,22,Amp,,0.967,N
241,K1,0,C 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,31.759,32.258,0.463,3.227,2.387,0.760,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.959,N
242,K2,0,C 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,32.343,32.258,0.463,2.183,2.387,0.760,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.955,N
243,K3,0,C 3450 iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,32.673,32.258,0.463,1.750,2.387,0.760,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.946,N
244,K4,0,C 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.018,27.264,0.224,77.100,65.895,10.094,33.509,0.986,-3.440,95.317,1,0.308,1,3,21,Amp,,0.966,N
245,K5,0,C 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.319,27.264,0.224,63.070,65.895,10.094,33.509,0.986,-3.440,95.317,1,0.308,1,3,22,Amp,,0.973,N
246,K6,0,C 3450 MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.456,27.264,0.224,57.514,65.895,10.094,33.509,0.986,-3.440,95.317,1,0.308,1,3,22,Amp,,0.966,N
247,K7,0,C 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,34.377,34.669,1.405,0.559,0.592,0.444,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.937,Y
248,K8,0,C 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,36.197,34.669,1.405,0.165,0.592,0.444,33.509,0.986,-3.440,95.317,1,0.308,1,3,31,Amp,,0.919,Y
249,K9,0,C 3450 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.433,34.669,1.405,1.052,0.592,0.444,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.952,Y
250,K10,0,C 3450 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.438,33.532,0.720,1.049,1.060,0.475,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.971,Y
251,K11,0,C 3450 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,32.864,33.532,0.720,1.540,1.060,0.475,33.509,0.986,-3.440,95.317,1,0.308,1,3,26,Amp,,0.967,Y
252,K12,0,C 3450 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,34.294,33.532,0.720,0.591,1.060,0.475,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.976,Y
253,K13,0,C 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,29.874,30.013,0.125,0.267,0.244,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,24,Amp,,0.962,N
254,K14,0,C 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,30.117,30.013,0.125,0.227,0.244,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,23,Amp,,0.965,N
255,K15,0,C 3450 iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,30.048,30.013,0.125,0.238,0.244,0.021,27.891,0.989,-3.458,94.619,1,0.287,1,3,25,Amp,,0.964,N
256,K16,0,C 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.011,22.143,0.115,50.168,46.023,3.591,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.984,N
257,K17,0,C 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.213,22.143,0.115,43.840,46.023,3.591,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.974,N
258,K18,0,C 3450 MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.206,22.143,0.115,44.061,46.023,3.591,27.891,0.989,-3.458,94.619,1,0.287,1,3,16,Amp,,0.974,N
259,K19,0,C 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,23.076,23.222,0.139,24.678,22.460,2.095,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.972,N
260,K20,0,C 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,23.236,23.222,0.139,22.189,22.460,2.095,27.891,0.989,-3.458,94.619,1,0.287,1,3,16,Amp,,0.984,N
261,K21,0,C 3450 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,23.354,23.222,0.139,20.514,22.460,2.095,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.969,N
262,K22,0,C 3450 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.942,22.920,0.079,26.981,27.413,1.463,27.891,0.989,-3.458,94.619,1,0.287,1,3,18,Amp,,0.990,N
263,K23,0,C 3450 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.831,22.920,0.079,29.044,27.413,1.463,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.989,N
264,K24,0,C 3450 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,22.985,22.920,0.079,26.214,27.413,1.463,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.984,N
265,L1,0,,Olig2,STANDARD,FAM,NFQ-MGB,37.453,37.395,0.082,0.049,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,31,Amp,,0.895,N
267,L3,0,,Olig2,STANDARD,FAM,NFQ-MGB,37.338,37.395,0.082,0.049,,,33.509,0.986,-3.440,95.317,1,0.308,1,3,31,Inconclusive,,0.878,N
277,L13,0,,Pax6,STANDARD,FAM,NFQ-MGB,31.485,31.696,0.257,0.049,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,26,Amp,,0.967,N
278,L14,0,,Pax6,STANDARD,FAM,NFQ-MGB,31.983,31.696,0.257,0.049,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,26,Amp,,0.960,N
279,L15,0,,Pax6,STANDARD,FAM,NFQ-MGB,31.621,31.696,0.257,0.049,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,26,Amp,,0.965,N
289,M1,0,A G93A iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,34.288,34.465,0.211,0.594,0.531,0.073,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.934,N
290,M2,0,A G93A iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,34.409,34.465,0.211,0.547,0.531,0.073,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.963,N
291,M3,0,A G93A iPSC,Olig2,UNKNOWN,FAM,NFQ-MGB,34.698,34.465,0.211,0.451,0.531,0.073,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.927,N
292,M4,0,A G93A MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.508,27.667,0.245,55.571,50.395,7.864,33.509,0.986,-3.440,95.317,1,0.308,1,3,22,Amp,,0.961,N
293,M5,0,A G93A MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.543,27.667,0.245,54.269,50.395,7.864,33.509,0.986,-3.440,95.317,1,0.308,1,3,21,Amp,,0.963,N
294,M6,0,A G93A MNPC,Olig2,UNKNOWN,FAM,NFQ-MGB,27.949,27.667,0.245,41.346,50.395,7.864,33.509,0.986,-3.440,95.317,1,0.308,1,3,22,Amp,,0.961,N
295,M7,0,A G93A 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.663,34.364,0.945,0.902,0.634,0.323,33.509,0.986,-3.440,95.317,1,0.308,1,3,27,Amp,,0.937,Y
296,M8,0,A G93A 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,35.438,34.364,0.945,0.275,0.634,0.323,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.928,Y
297,M9,0,A G93A 2WK,Olig2,UNKNOWN,FAM,NFQ-MGB,33.991,34.364,0.945,0.724,0.634,0.323,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.970,Y
298,M10,0,A G93A 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,34.141,34.515,0.586,0.655,0.534,0.182,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.926,Y
299,M11,0,A G93A 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,34.214,34.515,0.586,0.624,0.534,0.182,33.509,0.986,-3.440,95.317,1,0.308,1,3,28,Amp,,0.938,Y
300,M12,0,A G93A 4WK,Olig2,UNKNOWN,FAM,NFQ-MGB,35.190,34.515,0.586,0.324,0.534,0.182,33.509,0.986,-3.440,95.317,1,0.308,1,3,29,Amp,,0.936,Y
301,M13,0,A G93A iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,33.035,33.280,0.319,0.033,0.028,0.006,27.891,0.989,-3.458,94.619,1,0.287,1,3,26,Amp,,0.944,N
302,M14,0,A G93A iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,33.642,33.280,0.319,0.022,0.028,0.006,27.891,0.989,-3.458,94.619,1,0.287,1,3,29,Amp,,0.944,N
303,M15,0,A G93A iPSC,Pax6,UNKNOWN,FAM,NFQ-MGB,33.165,33.280,0.319,0.030,0.028,0.006,27.891,0.989,-3.458,94.619,1,0.287,1,3,27,Amp,,0.962,N
304,M16,0,A G93A MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,22.974,23.046,0.090,26.416,25.205,1.487,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.981,N
305,M17,0,A G93A MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,23.018,23.046,0.090,25.656,25.205,1.487,27.891,0.989,-3.458,94.619,1,0.287,1,3,17,Amp,,0.972,N
306,M18,0,A G93A MNPC,Pax6,UNKNOWN,FAM,NFQ-MGB,23.147,23.046,0.090,23.545,25.205,1.487,27.891,0.989,-3.458,94.619,1,0.287,1,3,16,Amp,,0.981,N
307,M19,0,A G93A 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,24.658,24.855,0.179,8.606,7.586,0.919,27.891,0.989,-3.458,94.619,1,0.287,1,3,19,Amp,,0.979,N
308,M20,0,A G93A 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,24.899,24.855,0.179,7.330,7.586,0.919,27.891,0.989,-3.458,94.619,1,0.287,1,3,19,Amp,,0.979,N
309,M21,0,A G93A 2WK,Pax6,UNKNOWN,FAM,NFQ-MGB,25.007,24.855,0.179,6.823,7.586,0.919,27.891,0.989,-3.458,94.619,1,0.287,1,3,20,Amp,,0.972,N
310,M22,0,A G93A 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,25.269,25.283,0.064,5.730,5.679,0.242,27.891,0.989,-3.458,94.619,1,0.287,1,3,18,Amp,,0.977,N
311,M23,0,A G93A 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,25.227,25.283,0.064,5.891,5.679,0.242,27.891,0.989,-3.458,94.619,1,0.287,1,3,19,Amp,,0.981,N
312,M24,0,A G93A 4WK,Pax6,UNKNOWN,FAM,NFQ-MGB,25.354,25.283,0.064,5.415,5.679,0.242,27.891,0.989,-3.458,94.619,1,0.287,1,3,20,Amp,,0.977,N
325,N13,0,,Pax6,STANDARD,FAM,NFQ-MGB,34.758,34.958,0.479,0.012,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,29,Amp,,0.939,N
326,N14,0,,Pax6,STANDARD,FAM,NFQ-MGB,35.505,34.958,0.479,0.012,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,30,Amp,,0.932,N
327,N15,0,,Pax6,STANDARD,FAM,NFQ-MGB,34.612,34.958,0.479,0.012,,,27.891,0.989,-3.458,94.619,1,0.287,1,3,28,Amp,,0.953,N
