161,G17,0,A 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,25.337,25.370,0.168,2.294,2.255,0.239,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.977,N,N,N,N
162,G18,0,A 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,25.552,25.370,0.168,1.998,2.255,0.239,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.975,N,N,N,N
163,G19,0,A 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.623,21.825,0.181,24.809,21.899,2.599,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.978,N,N,N,N
164,G20,0,A 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.877,21.825,0.181,21.079,21.899,2.599,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.977,N,N,N,N
165,G21,0,A 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.974,21.825,0.181,19.808,21.899,2.599,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.980,N,N,N,N
166,G22,0,A 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.406,21.508,0.101,28.513,26.747,1.725,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.979,N,N,N,N
167,G23,0,A 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.511,21.508,0.101,26.663,26.747,1.725,26.632,0.993,-3.592,89.854,1,0.283,1,3,15,Amp,,0.987,N,N,N,N
168,G24,0,A 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.607,21.508,0.101,25.067,26.747,1.725,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.990,N,N,N,N
169,H1,0,,ChAT,STANDARD,FAM,NFQ-MGB,31.896,32.010,0.131,0.781,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,26,Amp,,0.971,N,N,N,N
170,H2,0,,ChAT,STANDARD,FAM,NFQ-MGB,32.153,32.010,0.131,0.781,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,25,Amp,,0.967,N,N,N,N
171,H3,0,,ChAT,STANDARD,FAM,NFQ-MGB,31.980,32.010,0.131,0.781,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,26,Amp,,0.970,N,N,N,N
181,H13,0,,MAP2,STANDARD,FAM,NFQ-MGB,27.485,27.545,0.054,0.781,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,21,Amp,,0.979,N,N,N,N
182,H14,0,,MAP2,STANDARD,FAM,NFQ-MGB,27.561,27.545,0.054,0.781,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.980,N,N,N,N
183,H15,0,,MAP2,STANDARD,FAM,NFQ-MGB,27.589,27.545,0.054,0.781,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.982,N,N,N,N
193,I1,0,B 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,Undetermined,35.814,0.905,,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,32,No Amp,,0.000,Y,N,N,N
194,I2,0,B 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,35.174,35.814,0.905,0.062,0.044,0.025,30.988,0.981,-3.469,94.201,1,0.338,1,3,30,Amp,,0.914,N,N,Y,N
195,I3,0,B 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,36.453,35.814,0.905,0.027,0.044,0.025,30.988,0.981,-3.469,94.201,1,0.338,1,3,31,Amp,,0.903,N,N,Y,N
196,I4,0,B 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,31.246,31.321,0.256,0.842,0.809,0.132,30.988,0.981,-3.469,94.201,1,0.338,1,3,24,Amp,,0.960,N,N,N,N
197,I5,0,B 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,31.111,31.321,0.256,0.921,0.809,0.132,30.988,0.981,-3.469,94.201,1,0.338,1,3,25,Amp,,0.954,N,N,N,N
198,I6,0,B 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,31.606,31.321,0.256,0.663,0.809,0.132,30.988,0.981,-3.469,94.201,1,0.338,1,3,26,Amp,,0.957,N,N,N,N
199,I7,0,B 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.547,25.701,0.135,37.000,33.498,3.073,30.988,0.981,-3.469,94.201,1,0.338,1,3,19,Amp,,0.967,N,N,N,N
200,I8,0,B 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.802,25.701,0.135,31.254,33.498,3.073,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.960,N,N,N,N
201,I9,0,B 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.755,25.701,0.135,32.239,33.498,3.073,30.988,0.981,-3.469,94.201,1,0.338,1,3,20,Amp,,0.969,N,N,N,N
202,I10,0,B 3450 4 WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.012,26.197,0.172,27.171,24.139,2.784,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.976,N,N,N,N
203,I11,0,B 3450 4 WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.351,26.197,0.172,21.699,24.139,2.784,30.988,0.981,-3.469,94.201,1,0.338,1,3,19,Amp,,0.979,N,N,N,N
204,I12,0,B 3450 4 WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.228,26.197,0.172,23.546,24.139,2.784,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.977,N,N,N,N
205,I13,0,B 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,27.862,27.863,0.019,0.455,0.454,0.006,26.632,0.993,-3.592,89.854,1,0.283,1,3,23,Amp,,0.976,N,N,N,N
206,I14,0,B 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,27.883,27.863,0.019,0.449,0.454,0.006,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.972,N,N,N,N
207,I15,0,B 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,27.844,27.863,0.019,0.460,0.454,0.006,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.974,N,N,N,N
208,I16,0,B 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.912,25.107,0.177,3.013,2.670,0.308,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.978,N,N,N,N
209,I17,0,B 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,25.154,25.107,0.177,2.580,2.670,0.308,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.985,N,N,N,N
210,I18,0,B 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,25.257,25.107,0.177,2.416,2.670,0.308,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.978,N,N,N,N
211,I19,0,B 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.313,21.451,0.128,30.272,27.767,2.297,26.632,0.993,-3.592,89.854,1,0.283,1,3,15,Amp,,0.975,N,N,N,N
212,I20,0,B 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.476,21.451,0.128,27.270,27.767,2.297,26.632,0.993,-3.592,89.854,1,0.283,1,3,14,Amp,,0.981,N,N,N,N
213,I21,0,B 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.565,21.451,0.128,25.759,27.767,2.297,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.976,N,N,N,N
214,I22,0,B 3450 4 WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.151,22.289,0.120,17.692,16.225,1.276,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.986,N,N,N,N
215,I23,0,B 3450 4 WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.345,22.289,0.120,15.617,16.225,1.276,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.985,N,N,N,N
216,I24,0,B 3450 4 WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.370,22.289,0.120,15.368,16.225,1.276,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.988,N,N,N,N
217,J1,0,,ChAT,STANDARD,FAM,NFQ-MGB,33.555,33.621,0.301,0.195,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,28,Amp,,0.957,N,N,N,N
218,J2,0,,ChAT,STANDARD,FAM,NFQ-MGB,33.950,33.621,0.301,0.195,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,28,Amp,,0.964,N,N,N,N
219,J3,0,,ChAT,STANDARD,FAM,NFQ-MGB,33.358,33.621,0.301,0.195,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,27,Amp,,0.962,N,N,N,N
229,J13,0,,MAP2,STANDARD,FAM,NFQ-MGB,28.870,28.836,0.076,0.195,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,23,Amp,,0.975,N,N,N,N
230,J14,0,,MAP2,STANDARD,FAM,NFQ-MGB,28.749,28.836,0.076,0.195,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.977,N,N,N,N
231,J15,0,,MAP2,STANDARD,FAM,NFQ-MGB,28.890,28.836,0.076,0.195,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,24,Amp,,0.978,N,N,N,N
241,K1,0,C 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.520,0.573,,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,39,No Amp,,0.000,Y,Y,N,N
242,K2,0,C 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,37.925,37.520,0.573,0.010,0.014,0.005,30.988,0.981,-3.469,94.201,1,0.338,1,3,30,Inconclusive,,0.844,N,N,Y,N
243,K3,0,C 3450 iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,37.114,37.520,0.573,0.017,0.014,0.005,30.988,0.981,-3.469,94.201,1,0.338,1,3,31,Amp,,0.868,N,N,Y,N
244,K4,0,C 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,27.906,27.943,0.041,7.734,7.545,0.207,30.988,0.981,-3.469,94.201,1,0.338,1,3,22,Amp,,0.966,N,N,N,N
245,K5,0,C 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,27.988,27.943,0.041,7.324,7.545,0.207,30.988,0.981,-3.469,94.201,1,0.338,1,3,22,Amp,,0.963,N,N,N,N
246,K6,0,C 3450 MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,27.937,27.943,0.041,7.576,7.545,0.207,30.988,0.981,-3.469,94.201,1,0.338,1,3,22,Amp,,0.961,N,N,N,N
247,K7,0,C 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.570,25.730,0.139,36.449,32.865,3.113,30.988,0.981,-3.469,94.201,1,0.338,1,3,19,Amp,,0.962,N,N,N,N
248,K8,0,C 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.822,25.730,0.139,30.839,32.865,3.113,30.988,0.981,-3.469,94.201,1,0.338,1,3,20,Amp,,0.970,N,N,N,N
249,K9,0,C 3450 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.799,25.730,0.139,31.307,32.865,3.113,30.988,0.981,-3.469,94.201,1,0.338,1,3,19,Amp,,0.959,N,N,N,N
250,K10,0,C 3450 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.469,26.700,0.208,20.068,17.329,2.451,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.991,N,N,N,N
251,K11,0,C 3450 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.874,26.700,0.208,15.342,17.329,2.451,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.985,N,N,N,N
252,K12,0,C 3450 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.757,26.700,0.208,16.577,17.329,2.451,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.979,N,N,N,N
253,K13,0,C 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,28.134,28.214,0.073,0.382,0.363,0.017,26.632,0.993,-3.592,89.854,1,0.283,1,3,23,Amp,,0.969,N,N,N,N
254,K14,0,C 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,28.231,28.214,0.073,0.359,0.363,0.017,26.632,0.993,-3.592,89.854,1,0.283,1,3,22,Amp,,0.969,N,N,N,N
255,K15,0,C 3450 iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,28.277,28.214,0.073,0.348,0.363,0.017,26.632,0.993,-3.592,89.854,1,0.283,1,3,23,Amp,,0.971,N,N,N,N
256,K16,0,C 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,23.839,23.988,0.138,5.995,5.461,0.490,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.971,N,N,N,N
257,K17,0,C 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.015,23.988,0.138,5.353,5.461,0.490,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.977,N,N,N,N
258,K18,0,C 3450 MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.111,23.988,0.138,5.034,5.461,0.490,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.982,N,N,N,N
259,K19,0,C 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.920,22.017,0.099,20.505,19.295,1.218,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.982,N,N,N,N
260,K20,0,C 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.014,22.017,0.099,19.312,19.295,1.218,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.973,N,N,N,N
261,K21,0,C 3450 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.118,22.017,0.099,18.069,19.295,1.218,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.973,N,N,N,N
262,K22,0,C 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.832,21.953,0.105,21.702,20.116,1.374,26.632,0.993,-3.592,89.854,1,0.283,1,3,15,Amp,,0.988,N,N,N,N
263,K23,0,C 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.014,21.953,0.105,19.308,20.116,1.374,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.988,N,N,N,N
264,K24,0,C 3450 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.012,21.953,0.105,19.338,20.116,1.374,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.991,N,N,N,N
265,L1,0,,ChAT,STANDARD,FAM,NFQ-MGB,35.069,34.861,0.222,0.049,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,28,Amp,,0.955,N,N,N,N
266,L2,0,,ChAT,STANDARD,FAM,NFQ-MGB,34.888,34.861,0.222,0.049,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,28,Amp,,0.947,N,N,N,N
267,L3,0,,ChAT,STANDARD,FAM,NFQ-MGB,34.627,34.861,0.222,0.049,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,28,Amp,,0.954,N,N,N,N
277,L13,0,,MAP2,STANDARD,FAM,NFQ-MGB,30.660,30.720,0.135,0.049,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,25,Amp,,0.978,N,N,N,N
278,L14,0,,MAP2,STANDARD,FAM,NFQ-MGB,30.875,30.720,0.135,0.049,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,25,Amp,,0.981,N,N,N,N
279,L15,0,,MAP2,STANDARD,FAM,NFQ-MGB,30.625,30.720,0.135,0.049,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,25,Amp,,0.975,N,N,N,N
289,M1,0,A G93A iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,37.116,37.126,0.013,0.017,0.017,0.000,30.988,0.981,-3.469,94.201,1,0.338,1,3,32,Inconclusive,,0.863,N,N,N,N
290,M2,0,A G93A iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,37.135,37.126,0.013,0.017,0.017,0.000,30.988,0.981,-3.469,94.201,1,0.338,1,3,32,Inconclusive,,0.898,N,N,N,Y
291,M3,0,A G93A iPSC,ChAT,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.126,0.013,,,,30.988,0.981,-3.469,94.201,1,0.338,1,3,39,No Amp,,0.000,Y,Y,N,N
292,M4,0,A G93A MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,29.081,29.207,0.114,3.544,3.267,0.251,30.988,0.981,-3.469,94.201,1,0.338,1,3,22,Amp,,0.963,N,N,N,N
293,M5,0,A G93A MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,29.305,29.207,0.114,3.054,3.267,0.251,30.988,0.981,-3.469,94.201,1,0.338,1,3,24,Amp,,0.965,N,N,N,N
294,M6,0,A G93A MNPC,ChAT,UNKNOWN,FAM,NFQ-MGB,29.234,29.207,0.114,3.202,3.267,0.251,30.988,0.981,-3.469,94.201,1,0.338,1,3,24,Amp,,0.966,N,N,N,N
295,M7,0,A G93A 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.751,25.891,0.123,32.325,29.520,2.454,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.962,N,N,N,N
296,M8,0,A G93A 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.980,25.891,0.123,27.767,29.520,2.454,30.988,0.981,-3.469,94.201,1,0.338,1,3,20,Amp,,0.967,N,N,N,N
297,M9,0,A G93A 2WK,ChAT,UNKNOWN,FAM,NFQ-MGB,25.942,25.891,0.123,28.469,29.520,2.454,30.988,0.981,-3.469,94.201,1,0.338,1,3,20,Amp,,0.968,N,N,N,N
298,M10,0,A G93A 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.581,26.712,0.141,18.632,17.132,1.588,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.960,N,N,N,N
299,M11,0,A G93A 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.693,26.712,0.141,17.295,17.132,1.588,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.960,N,N,N,N
300,M12,0,A G93A 4WK,ChAT,UNKNOWN,FAM,NFQ-MGB,26.861,26.712,0.141,15.469,17.132,1.588,30.988,0.981,-3.469,94.201,1,0.338,1,3,21,Amp,,0.959,N,N,N,N
301,M13,0,A G93A iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,31.319,31.499,0.249,0.050,0.045,0.007,26.632,0.993,-3.592,89.854,1,0.283,1,3,26,Amp,,0.962,N,N,N,N
302,M14,0,A G93A iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,31.784,31.499,0.249,0.037,0.045,0.007,26.632,0.993,-3.592,89.854,1,0.283,1,3,27,Amp,,0.970,N,N,N,N
303,M15,0,A G93A iPSC,MAP2,UNKNOWN,FAM,NFQ-MGB,31.395,31.499,0.249,0.047,0.045,0.007,26.632,0.993,-3.592,89.854,1,0.283,1,3,26,Amp,,0.969,N,N,N,N
304,M16,0,A G93A MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.105,24.174,0.078,5.054,4.838,0.241,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.981,N,N,N,N
305,M17,0,A G93A MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.159,24.174,0.078,4.881,4.838,0.241,26.632,0.993,-3.592,89.854,1,0.283,1,3,18,Amp,,0.977,N,N,N,N
306,M18,0,A G93A MNPC,MAP2,UNKNOWN,FAM,NFQ-MGB,24.259,24.174,0.078,4.578,4.838,0.241,26.632,0.993,-3.592,89.854,1,0.283,1,3,19,Amp,,0.981,N,N,N,N
307,M19,0,A G93A 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.978,22.030,0.075,19.768,19.134,0.909,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.972,N,N,N,N
308,M20,0,A G93A 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.995,22.030,0.075,19.542,19.134,0.909,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.981,N,N,N,N
309,M21,0,A G93A 2WK,MAP2,UNKNOWN,FAM,NFQ-MGB,22.116,22.030,0.075,18.093,19.134,0.909,26.632,0.993,-3.592,89.854,1,0.283,1,3,16,Amp,,0.986,N,N,N,N
310,M22,0,A G93A 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.871,21.920,0.051,21.169,20.519,0.664,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.983,N,N,N,N
311,M23,0,A G93A 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.917,21.920,0.051,20.546,20.519,0.664,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.971,N,N,N,N
312,M24,0,A G93A 4WK,MAP2,UNKNOWN,FAM,NFQ-MGB,21.972,21.920,0.051,19.842,20.519,0.664,26.632,0.993,-3.592,89.854,1,0.283,1,3,17,Amp,,0.976,N,N,N,N
325,N13,0,,MAP2,STANDARD,FAM,NFQ-MGB,34.162,33.944,0.194,0.012,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,29,Amp,,0.971,N,N,N,N
326,N14,0,,MAP2,STANDARD,FAM,NFQ-MGB,33.792,33.944,0.194,0.012,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,27,Amp,,0.971,N,N,N,Y
327,N15,0,,MAP2,STANDARD,FAM,NFQ-MGB,33.878,33.944,0.194,0.012,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,28,Amp,,0.965,N,N,N,Y
373,P13,0,,MAP2,STANDARD,FAM,NFQ-MGB,36.089,35.588,0.489,0.003,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,31,Amp,,0.953,N,N,N,N
374,P14,0,,MAP2,STANDARD,FAM,NFQ-MGB,35.565,35.588,0.489,0.003,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,29,Amp,,0.963,N,N,N,N
375,P15,0,,MAP2,STANDARD,FAM,NFQ-MGB,35.112,35.588,0.489,0.003,,,26.632,0.993,-3.592,89.854,1,0.283,1,3,30,Amp,,0.965,N,N,N,N
