,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers
0,B2M,B4bisNST,0.9714515480498592,1.0,0.04037360793264563,0.02854845195014071,False
1,B2M,B4bisNST,,,,,True
2,B2M,B4bisNST,1.0285484519501407,1.0,0.04037360793264563,0.02854845195014071,False
3,B2M,B4bisGP,,,,,True
4,B2M,B4bisGP,1.0110916520723876,1.0,0.015685964789894275,0.011091652072387659,False
5,B2M,B4bisGP,0.9889083479276123,1.0,0.015685964789894275,0.011091652072387659,False
6,B2M,B4bisSN,0.7730239303843363,0.9999999999999997,0.19658342742552568,0.11349749474234652,False
7,B2M,B4bisSN,1.1109499637418416,0.9999999999999997,0.19658342742552568,0.11349749474234652,False
8,B2M,B4bisSN,1.1160261058738215,0.9999999999999997,0.19658342742552568,0.11349749474234652,False
9,B2M,B6NST,,,,,True
10,B2M,B6NST,0.9594343133606252,1.0,0.05736854421238077,0.0405656866393747,False
11,B2M,B6NST,1.0405656866393747,1.0,0.05736854421238077,0.0405656866393747,False
12,B2M,R6 NST,1.1448891031822568,1.0000000000000002,0.1495487316710766,0.08634200048726319,False
13,B2M,R6 NST,1.008919961427194,1.0000000000000002,0.1495487316710766,0.08634200048726319,False
14,B2M,R6 NST,0.8461909353905497,1.0000000000000002,0.1495487316710766,0.08634200048726319,False
15,B2M,R6 GP,,,,,True
16,B2M,R6 GP,1.0784020508438368,1.0,0.11087724362121894,0.07840205084383678,False
17,B2M,R6 GP,0.9215979491561632,1.0,0.11087724362121894,0.07840205084383678,False
18,B2M,R6 SN,,,,,True
19,B2M,R6 SN,0.9757516973811833,1.0,0.03429227842805764,0.024248302618816716,False
20,B2M,R6 SN,1.0242483026188167,1.0,0.03429227842805764,0.024248302618816716,False
21,B2M,V3 NST,0.9711003849208775,1.0,0.152823992013144,0.08823297292742191,False
22,B2M,V3 NST,0.8636891305676055,1.0,0.152823992013144,0.08823297292742191,False
23,B2M,V3 NST,1.1652104845115172,1.0,0.152823992013144,0.08823297292742191,False
24,B2M,V3 GP,,,,,True
25,B2M,V3 GP,1.015268051888417,1.0,0.021592286051615405,0.015268051888416956,False
26,B2M,V3 GP,0.984731948111583,1.0,0.021592286051615405,0.015268051888416956,False
27,B2M,V3 SN,,,,,True
