,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers
0,B2M,B4bisNST,0.9714515480498592,1.0,0.04037360793264563,0.02854845195014071,False
1,B2M,B4bisNST,,,,,True
2,B2M,B4bisNST,1.0285484519501407,1.0,0.04037360793264563,0.02854845195014071,False
3,B2M,B6NST,1.4589944561269357,1.0,0.39872781314727274,0.23020561025396874,False
4,B2M,B6NST,0.8017587459376793,1.0,0.39872781314727274,0.23020561025396874,False
5,B2M,B6NST,0.7392467979353853,1.0,0.39872781314727274,0.23020561025396874,False
6,B2M,R6 NST,,,,,True
7,B2M,R6 NST,1.063129617192747,1.0,0.08927876082140437,0.06312961719274689,False
8,B2M,R6 NST,0.9368703828072531,1.0,0.08927876082140437,0.06312961719274689,False
9,B2M,V3 NST,0.9711003849208775,1.0,0.152823992013144,0.08823297292742191,False
10,B2M,V3 NST,0.8636891305676055,1.0,0.152823992013144,0.08823297292742191,False
11,B2M,V3 NST,1.1652104845115172,1.0,0.152823992013144,0.08823297292742191,False
12,B2M,V4 NST,0.7142541924095323,1.0,0.4949262567964908,0.28574580759046786,False
13,B2M,V4 NST,1.5714916151809357,1.0,0.4949262567964908,0.28574580759046786,False
14,B2M,V4 NST,0.7142541924095323,1.0,0.4949262567964908,0.28574580759046786,False
15,B2M,R5bis NST,0.3147515874788602,1.0,1.0774664210543172,0.6220755282384928,False
16,B2M,R5bis NST,0.44331344331344336,1.0,1.0774664210543172,0.6220755282384928,False
17,B2M,R5bis NST,2.2419349692076964,1.0,1.0774664210543172,0.6220755282384928,False
18,B2M,R6bisNST,1.0779253319969933,1.0,0.08866240637351512,0.05118926418674895,False
19,B2M,R6bisNST,0.9035329491355549,1.0,0.08866240637351512,0.05118926418674895,False
20,B2M,R6bisNST,1.0185417188674517,1.0,0.08866240637351512,0.05118926418674895,False
21,B2M,R8bisNST,1.473137298253372,1.0000000000000002,0.4130021148111554,0.2384468821621053,False
22,B2M,R8bisNST,0.7116957771390671,1.0000000000000002,0.4130021148111554,0.2384468821621053,False
23,B2M,R8bisNST,0.8151669246075615,1.0000000000000002,0.4130021148111554,0.2384468821621053,False
24,B2M,V2NST,0.8751622112639502,1.0,0.17654729392718888,0.12483778873604982,False
