Remove if std > 0.2,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers,Preserve if highly variable,,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers
56,B2M,V8GP,0.832839710934723,1,0.236400347886321,0.167160289065277,False,,56,B2M,V8GP,3.82354454780197E-08,1,1.73205075082797,0.999999967240622,False
57,B2M,B4bisSN,,,,,True,,57,B2M,B4bisSN,,,,,True
58,B2M,B4bisSN,1.00227938782156,1,0.003223541171154,0.002279387821557,False,,58,B2M,B4bisSN,1.00227938782156,1,0.003223541171154,0.002279387821557,False
59,B2M,B4bisSN,0.997720612178443,1,0.003223541171154,0.002279387821557,False,,59,B2M,B4bisSN,0.997720612178443,1,0.003223541171154,0.002279387821557,False
60,B2M,R6 SN,,,,,True,,60,B2M,R6 SN,0.663782991202346,1,0.55401935014807,0.31986322094425,False
61,B2M,R6 SN,0.975751697381183,1,0.034292278428058,0.024248302618817,False,,61,B2M,R6 SN,1.63944281524927,1,0.55401935014807,0.31986322094425,False
62,B2M,R6 SN,1.02424830261882,1,0.034292278428058,0.024248302618817,False,,62,B2M,R6 SN,0.696774193548387,1,0.55401935014807,0.31986322094425,False
63,B2M,V3 SN,,,,,True,,63,B2M,V3 SN,,,,,True
64,B2M,V3 SN,0.888921822897369,1,0.157088264542221,0.111078177102631,False,,64,B2M,V3 SN,0.888921822897369,1,0.157088264542221,0.111078177102631,False
65,B2M,V3 SN,1.11107817710263,1,0.157088264542221,0.111078177102631,False,,65,B2M,V3 SN,1.11107817710263,1,0.157088264542221,0.111078177102631,False
66,B2M,V4 SN,,,,,True,,66,B2M,V4 SN,,,,,True
67,B2M,V4 SN,1.08597085234801,1,0.121581145359324,0.085970852348005,False,,67,B2M,V4 SN,1.08597085234801,1,0.121581145359324,0.085970852348005,False
68,B2M,V4 SN,0.914029147651995,1,0.121581145359324,0.085970852348005,False,,68,B2M,V4 SN,0.914029147651995,1,0.121581145359324,0.085970852348005,False
69,B2M,R5bis SN,0.950682056663169,1,0.116700950726439,0.067377325316595,False,,69,B2M,R5bis SN,0.950682056663169,1,0.116700950726439,0.067377325316595,False
70,B2M,R5bis SN,1.13326337880378,1,0.116700950726439,0.067377325316595,False,,70,B2M,R5bis SN,1.13326337880378,1,0.116700950726439,0.067377325316595,False
71,B2M,R5bis SN,0.916054564533053,1,0.116700950726439,0.067377325316595,False,,71,B2M,R5bis SN,0.916054564533053,1,0.116700950726439,0.067377325316595,False
72,B2M,R6bisSN,,,,,True,,72,B2M,R6bisSN,1.00128921357972,1,0.001823223329231,0.001289213579716,False
73,B2M,R6bisSN,1.00128921357972,1,0.001823223329231,0.001289213579716,False,,73,B2M,R6bisSN,0.998710786420284,1,0.001823223329231,0.001289213579716,False
74,B2M,R6bisSN,0.998710786420284,1,0.001823223329231,0.001289213579716,False,,74,B2M,R6bisSN,,,,,True
75,B2M,R8bisSN,0.96641289744738,1,0.047499335950731,0.03358710255262,False,,75,B2M,R8bisSN,0.96641289744738,1,0.047499335950731,0.03358710255262,False
76,B2M,R8bisSN,1.03358710255262,1,0.047499335950731,0.03358710255262,False,,76,B2M,R8bisSN,1.03358710255262,1,0.047499335950731,0.03358710255262,False
77,B2M,R8bisSN,,,,,True,,77,B2M,R8bisSN,,,,,True
78,B2M,V2SN,0.772349272349272,1,0.321946746527763,0.227650727650728,False,,78,B2M,V2SN,0.336300543150272,1,0.982882982959655,0.567467754793659,False
79,B2M,V2SN,1.22765072765073,1,0.321946746527763,0.227650727650728,False,,79,B2M,V2SN,0.534550392275196,1,0.982882982959655,0.567467754793659,False
80,B2M,V2SN,,,,,True,,80,B2M,V2SN,2.12914906457453,1,0.982882982959655,0.567467754793659,False
81,B2M,V8SN,1.50453316367107,1,0.456631744616484,0.263636460674855,False,,81,B2M,V8SN,1.50453316367107,1,0.456631744616484,0.263636460674855,False
82,B2M,V8SN,0.615078733895339,1,0.456631744616484,0.263636460674855,False,,82,B2M,V8SN,0.615078733895339,1,0.456631744616484,0.263636460674855,False
83,B2M,V8SN,0.880388102433593,1,0.456631744616484,0.263636460674855,False,,83,B2M,V8SN,0.880388102433593,1,0.456631744616484,0.263636460674855,False
84,NRXN3,B4bisNST,0.290631282669883,0.256373140329715,0.044774655743094,0.025850659546148,False,,84,NRXN3,B4bisNST,0.290631282669883,0.256373140329715,0.044774655743094,0.025850659546148,False
85,NRXN3,B4bisNST,0.272778447929232,0.256373140329715,0.044774655743094,0.025850659546148,False,,85,NRXN3,B4bisNST,0.272778447929232,0.256373140329715,0.044774655743094,0.025850659546148,False
86,NRXN3,B4bisNST,0.205709690390028,0.256373140329715,0.044774655743094,0.025850659546148,False,,86,NRXN3,B4bisNST,0.205709690390028,0.256373140329715,0.044774655743094,0.025850659546148,False
87,NRXN3,B6NST,0.319017491626349,0.235181739238308,0.072628696411228,0.041932197423914,False,,87,NRXN3,B6NST,0.245803861594341,0.181208181991971,0.055960611906988,0.032308874348516,False
88,NRXN3,B6NST,0.19136583550428,0.235181739238308,0.072628696411228,0.041932197423914,False,,88,NRXN3,B6NST,0.147447906709998,0.181208181991971,0.055960611906988,0.032308874348516,False
89,NRXN3,B6NST,0.195161890584295,0.235181739238308,0.072628696411228,0.041932197423914,False,,89,NRXN3,B6NST,0.150372777671573,0.181208181991971,0.055960611906988,0.032308874348516,False
90,NRXN3,R6 NST,0.320416386836803,0.305484665323483,0.033831448543797,0.019532595923836,False,,90,NRXN3,R6 NST,0.320416386836803,0.305484665323483,0.033831448543797,0.019532595923836,False
91,NRXN3,R6 NST,0.266756212222968,0.305484665323483,0.033831448543797,0.019532595923836,False,,91,NRXN3,R6 NST,0.266756212222968,0.305484665323483,0.033831448543797,0.019532595923836,False
92,NRXN3,R6 NST,0.329281396910678,0.305484665323483,0.033831448543797,0.019532595923836,False,,92,NRXN3,R6 NST,0.329281396910678,0.305484665323483,0.033831448543797,0.019532595923836,False
93,NRXN3,V3 NST,0.331031954542677,0.284535956497831,0.046649494646524,0.026933098291731,False,,93,NRXN3,V3 NST,0.237734465693163,0.284535956497831,0.046649494646524,0.026933098291731,False
94,NRXN3,V3 NST,0.284841449257653,0.284535956497831,0.046649494646524,0.026933098291731,False,,94,NRXN3,V3 NST,0.284841449257653,0.284535956497831,0.046649494646524,0.026933098291731,False
95,NRXN3,V3 NST,0.237734465693163,0.284535956497831,0.046649494646524,0.026933098291731,False,,95,NRXN3,V3 NST,0.331031954542677,0.284535956497831,0.046649494646524,0.026933098291731,False
96,NRXN3,V4 NST,0.313994439295644,0.264535063330244,0.106958523061706,0.061752532081801,False,,96,NRXN3,V4 NST,0.224271844660194,0.188945278022948,0.076395573510755,0.044107004931331,False
97,NRXN3,V4 NST,0.337812789620019,0.264535063330244,0.106958523061706,0.061752532081801,False,,97,NRXN3,V4 NST,0.241284201235658,0.188945278022948,0.076395573510755,0.044107004931331,False
98,NRXN3,V4 NST,0.14179796107507,0.264535063330244,0.106958523061706,0.061752532081801,False,,98,NRXN3,V4 NST,0.101279788172992,0.188945278022948,0.076395573510755,0.044107004931331,False
99,NRXN3,R5bis NST,0.320747569137517,0.411583954202972,0.081379199064216,0.046984302486161,False,,99,NRXN3,R5bis NST,0.121573757937394,0.156003701458247,0.030845362522234,0.017808578355463,False
100,NRXN3,R5bis NST,0.436166182598813,0.411583954202972,0.081379199064216,0.046984302486161,False,,100,NRXN3,R5bis NST,0.165321165321165,0.156003701458247,0.030845362522234,0.017808578355463,False
101,NRXN3,R5bis NST,0.477838110872585,0.411583954202972,0.081379199064216,0.046984302486161,False,,101,NRXN3,R5bis NST,0.181116181116181,0.156003701458247,0.030845362522234,0.017808578355463,False
102,NRXN3,R6bisNST,0.293685793034327,0.211751440741669,0.070986250108674,0.040983930609005,False,,102,NRXN3,R6bisNST,0.293685793034327,0.211751440741669,0.070986250108674,0.040983930609005,False
103,NRXN3,R6bisNST,0.168754698070659,0.211751440741669,0.070986250108674,0.040983930609005,False,,103,NRXN3,R6bisNST,0.168754698070659,0.211751440741669,0.070986250108674,0.040983930609005,False
104,NRXN3,R6bisNST,0.17281383112002,0.211751440741669,0.070986250108674,0.040983930609005,False,,104,NRXN3,R6bisNST,0.17281383112002,0.211751440741669,0.070986250108674,0.040983930609005,False
105,NRXN3,R8bisNST,,,,,True,,105,NRXN3,R8bisNST,0.296351978775149,0.720981649347778,0.687009209041044,0.396644951775599,False
106,NRXN3,R8bisNST,0.388184187662902,0.425282363162467,0.052464742930783,0.037098175499566,False,,106,NRXN3,R8bisNST,0.352995799248287,0.720981649347778,0.687009209041044,0.396644951775599,False
107,NRXN3,R8bisNST,0.462380538662033,0.425282363162467,0.052464742930783,0.037098175499566,False,,107,NRXN3,R8bisNST,1.5135971700199,0.720981649347778,0.687009209041044,0.396644951775599,False
108,NRXN3,V2NST,0.156293797041267,0.211921446491911,0.080251982383136,0.046333503631905,False,,108,NRXN3,V2NST,0.156293797041267,0.211921446491911,0.080251982383136,0.046333503631905,False
109,NRXN3,V2NST,0.303919024137036,0.211921446491911,0.080251982383136,0.046333503631905,False,,109,NRXN3,V2NST,0.303919024137036,0.211921446491911,0.080251982383136,0.046333503631905,False
110,NRXN3,V2NST,0.175551518297431,0.211921446491911,0.080251982383136,0.046333503631905,False,,110,NRXN3,V2NST,0.175551518297431,0.211921446491911,0.080251982383136,0.046333503631905,False
111,NRXN3,V8NST,0.256466610312764,0.18178360101437,0.105617724628625,0.074683009298394,False,,111,NRXN3,V8NST,547.675401521555,182.679656241195,316.095596508598,182.497877733894,False
112,NRXN3,V8NST,0.107100591715976,0.18178360101437,0.105617724628625,0.074683009298394,False,,112,NRXN3,V8NST,0.107100591715976,182.679656241195,316.095596508598,182.497877733894,False
113,NRXN3,V8NST,,,,,True,,113,NRXN3,V8NST,0.256466610312764,182.679656241195,316.095596508598,182.497877733894,False
114,NRXN3,B4bisGP,,,,,True,,114,NRXN3,B4bisGP,0.275539988324577,0.435739767788805,0.315311012279644,0.182044897818106,False
115,NRXN3,B4bisGP,0.275539988324577,0.254115586690017,0.030298679357322,0.021424401634559,False,,115,NRXN3,B4bisGP,0.232691185055458,0.435739767788805,0.315311012279644,0.182044897818106,False
116,NRXN3,B4bisGP,0.232691185055458,0.254115586690017,0.030298679357322,0.021424401634559,False,,116,NRXN3,B4bisGP,0.798988129986379,0.435739767788805,0.315311012279644,0.182044897818106,False
117,NRXN3,R6 GP,0.738731040375988,0.710674357331055,0.060821554368158,0.035115340786987,False,,117,NRXN3,R6 GP,0.640888698995941,0.710674357331055,0.060821554368158,0.035115340786987,False
118,NRXN3,R6 GP,0.752403332621235,0.710674357331055,0.060821554368158,0.035115340786987,False,,118,NRXN3,R6 GP,0.738731040375988,0.710674357331055,0.060821554368158,0.035115340786987,False
119,NRXN3,R6 GP,0.640888698995941,0.710674357331055,0.060821554368158,0.035115340786987,False,,119,NRXN3,R6 GP,0.752403332621235,0.710674357331055,0.060821554368158,0.035115340786987,False
120,NRXN3,V3 GP,0.442658707381472,0.53774920598477,0.21908545376893,0.126489045709023,False,,120,NRXN3,V3 GP,0.442658707381472,0.53774920598477,0.21908545376893,0.126489045709023,False
121,NRXN3,V3 GP,0.382275284123522,0.53774920598477,0.21908545376893,0.126489045709023,False,,121,NRXN3,V3 GP,0.382275284123522,0.53774920598477,0.21908545376893,0.126489045709023,False
122,NRXN3,V3 GP,0.788313626449317,0.53774920598477,0.21908545376893,0.126489045709023,False,,122,NRXN3,V3 GP,0.788313626449317,0.53774920598477,0.21908545376893,0.126489045709023,False
123,NRXN3,V4 GP,,,,,True,,123,NRXN3,V4 GP,,,,,True
124,NRXN3,V4 GP,0.336340206185567,0.29909793814433,0.052668520557452,0.037242268041237,False,,124,NRXN3,V4 GP,0.336340206185567,0.29909793814433,0.052668520557452,0.037242268041237,False
125,NRXN3,V4 GP,0.261855670103093,0.29909793814433,0.052668520557452,0.037242268041237,False,,125,NRXN3,V4 GP,0.261855670103093,0.29909793814433,0.052668520557452,0.037242268041237,False
126,NRXN3,R5bis GP,0.524777327935223,0.447017543859649,0.098071366737261,0.056621529985552,False,,126,NRXN3,R5bis GP,0.524777327935223,0.447017543859649,0.098071366737261,0.056621529985552,False
127,NRXN3,R5bis GP,0.336842105263158,0.447017543859649,0.098071366737261,0.056621529985552,False,,127,NRXN3,R5bis GP,0.479433198380567,0.447017543859649,0.098071366737261,0.056621529985552,False
128,NRXN3,R5bis GP,0.479433198380567,0.447017543859649,0.098071366737261,0.056621529985552,False,,128,NRXN3,R5bis GP,0.336842105263158,0.447017543859649,0.098071366737261,0.056621529985552,False
129,NRXN3,R6bisGP,,,,,True,,129,NRXN3,R6bisGP,,,,,True
130,NRXN3,R6bisGP,0.987727202112785,0.949976697219202,0.053387276006938,0.037750504893584,False,,130,NRXN3,R6bisGP,0.059139099082162,0.06158644258982,0.003461066380315,0.002447343507658,False
131,NRXN3,R6bisGP,0.912226192325618,0.949976697219202,0.053387276006938,0.037750504893584,False,,131,NRXN3,R6bisGP,0.064033786097478,0.06158644258982,0.003461066380315,0.002447343507658,False
132,NRXN3,R8bisGP,1.01599746215898,0.868304178373969,0.25734442372431,0.148577872311679,False,,132,NRXN3,R8bisGP,1.01776488715671,0.868304178373969,0.25734442372431,0.148577872311679,False
133,NRXN3,R8bisGP,0.571150185806218,0.868304178373969,0.25734442372431,0.148577872311679,False,,133,NRXN3,R8bisGP,1.01599746215898,0.868304178373969,0.25734442372431,0.148577872311679,False
134,NRXN3,R8bisGP,1.01776488715671,0.868304178373969,0.25734442372431,0.148577872311679,False,,134,NRXN3,R8bisGP,0.571150185806218,0.868304178373969,0.25734442372431,0.148577872311679,False
135,NRXN3,V2GP,0.850657725045138,0.779726592726335,0.100311769319732,0.070931132318803,False,,135,NRXN3,V2GP,0.850657725045138,0.779726592726335,0.100311769319732,0.070931132318803,False
136,NRXN3,V2GP,0.708795460407532,0.779726592726335,0.100311769319732,0.070931132318803,False,,136,NRXN3,V2GP,0.708795460407532,0.779726592726335,0.100311769319732,0.070931132318803,False
137,NRXN3,V2GP,,,,,True,,137,NRXN3,V2GP,,,,,True
138,NRXN3,V8GP,0.980334083639379,0.94864352564862,0.044817216909703,0.031690557990759,False,,138,NRXN3,V8GP,3.21151351330301E-08,0.253557583097595,0.439174562742507,0.253557552020623,False
139,NRXN3,V8GP,0.91695296765786,0.94864352564862,0.044817216909703,0.031690557990759,False,,139,NRXN3,V8GP,0.760672687138841,0.253557583097595,0.439174562742507,0.253557552020623,False
140,NRXN3,V8GP,,,,,True,,140,NRXN3,V8GP,3.00388091757889E-08,0.253557583097595,0.439174562742507,0.253557552020623,False
141,NRXN3,B4bisSN,,,,,True,,141,NRXN3,B4bisSN,,,,,True
142,NRXN3,B4bisSN,0.872028655161185,0.785411917942038,0.122494564503824,0.086616737219147,False,,142,NRXN3,B4bisSN,0.872028655161185,0.785411917942038,0.122494564503824,0.086616737219147,False
143,NRXN3,B4bisSN,0.698795180722892,0.785411917942038,0.122494564503824,0.086616737219147,False,,143,NRXN3,B4bisSN,0.698795180722892,0.785411917942038,0.122494564503824,0.086616737219147,False
144,NRXN3,R6 SN,0.468477206595538,0.875094298954629,0.404638078826068,0.233617903734603,False,,144,NRXN3,R6 SN,0.318695014662757,0.595307917888563,0.27526662268527,0.15892525870626,False
145,NRXN3,R6 SN,1.27772389266085,0.875094298954629,0.404638078826068,0.233617903734603,False,,145,NRXN3,R6 SN,0.869208211143695,0.595307917888563,0.27526662268527,0.15892525870626,False
146,NRXN3,R6 SN,0.879081797607501,0.875094298954629,0.404638078826068,0.233617903734603,False,,146,NRXN3,R6 SN,0.598020527859237,0.595307917888563,0.27526662268527,0.15892525870626,False
147,NRXN3,V3 SN,,,,,True,,147,NRXN3,V3 SN,,,,,True
148,NRXN3,V3 SN,1.39266394961097,1.33056687662097,0.087818522806125,0.062097072989996,False,,148,NRXN3,V3 SN,1.26846980363097,1.33056687662097,0.087818522806125,0.062097072989996,False
149,NRXN3,V3 SN,1.26846980363097,1.33056687662097,0.087818522806125,0.062097072989996,False,,149,NRXN3,V3 SN,1.39266394961097,1.33056687662097,0.087818522806125,0.062097072989996,False
150,NRXN3,V4 SN,,,,,True,,150,NRXN3,V4 SN,,,,,True
151,NRXN3,V4 SN,0.950684528190785,1.05748564698955,0.151039590681831,0.106801118798763,False,,151,NRXN3,V4 SN,0.950684528190785,1.05748564698955,0.151039590681831,0.106801118798763,False
152,NRXN3,V4 SN,1.16428676578831,1.05748564698955,0.151039590681831,0.106801118798763,False,,152,NRXN3,V4 SN,1.16428676578831,1.05748564698955,0.151039590681831,0.106801118798763,False
153,NRXN3,R5bis SN,1.11594963273872,0.965346274921301,0.48763738177168,0.281537573632804,False,,153,NRXN3,R5bis SN,1.11594963273872,0.965346274921301,0.48763738177168,0.281537573632804,False
154,NRXN3,R5bis SN,0.42017313746065,0.965346274921301,0.48763738177168,0.281537573632804,False,,154,NRXN3,R5bis SN,0.42017313746065,0.965346274921301,0.48763738177168,0.281537573632804,False
155,NRXN3,R5bis SN,1.35991605456453,0.965346274921301,0.48763738177168,0.281537573632804,False,,155,NRXN3,R5bis SN,1.35991605456453,0.965346274921301,0.48763738177168,0.281537573632804,False
156,NRXN3,R6bisSN,,,,,True,,156,NRXN3,R6bisSN,1.46712505371723,1.29823807477439,0.23884225612919,0.168886978942845,False
157,NRXN3,R6bisSN,1.46712505371723,1.29823807477439,0.23884225612919,0.168886978942845,False,,157,NRXN3,R6bisSN,1.12935109583154,1.29823807477439,0.23884225612919,0.168886978942845,False
158,NRXN3,R6bisSN,1.12935109583154,1.29823807477439,0.23884225612919,0.168886978942845,False,,158,NRXN3,R6bisSN,,,,,True
159,NRXN3,R8bisSN,0.387729511867443,0.439319301388267,0.056767427733896,0.032774689683367,False,,159,NRXN3,R8bisSN,0.387729511867443,0.439319301388267,0.056767427733896,0.032774689683367,False
160,NRXN3,R8bisSN,0.50013434841021,0.439319301388267,0.056767427733896,0.032774689683367,False,,160,NRXN3,R8bisSN,0.50013434841021,0.439319301388267,0.056767427733896,0.032774689683367,False
161,NRXN3,R8bisSN,0.430094043887147,0.439319301388267,0.056767427733896,0.032774689683367,False,,161,NRXN3,R8bisSN,0.430094043887147,0.439319301388267,0.056767427733896,0.032774689683367,False
162,NRXN3,V2SN,1.15176715176715,1.01961191961192,0.144906643758731,0.083661889781469,False,,162,NRXN3,V2SN,0.376493663246832,0.443964996982498,0.063096043133328,0.036428517487827,False
163,NRXN3,V2SN,1.04241164241164,1.01961191961192,0.144906643758731,0.083661889781469,False,,163,NRXN3,V2SN,0.501508750754375,0.443964996982498,0.063096043133328,0.036428517487827,False
164,NRXN3,V2SN,0.864656964656965,1.01961191961192,0.144906643758731,0.083661889781469,False,,164,NRXN3,V2SN,0.453892576946288,0.443964996982498,0.063096043133328,0.036428517487827,False
165,NRXN3,V8SN,1.70470812788293,1.44576109432162,0.472050319299964,0.272538378918883,False,,165,NRXN3,V8SN,0.900906632734213,1.44576109432162,0.472050319299964,0.272538378918883,False
166,NRXN3,V8SN,0.900906632734213,1.44576109432162,0.472050319299964,0.272538378918883,False,,166,NRXN3,V8SN,1.7316685223477,1.44576109432162,0.472050319299964,0.272538378918883,False
167,NRXN3,V8SN,1.7316685223477,1.44576109432162,0.472050319299964,0.272538378918883,False,,167,NRXN3,V8SN,1.70470812788293,1.44576109432162,0.472050319299964,0.272538378918883,False
