Target Name,pvalue,statistic
PAX6,0.17971249487899976,0.0
CAMK2A,0.17971249487899976,0.0
GRIN1,0.17971249487899976,0.0
ACTB,0.17971249487899976,0.0
GAPDH,0.17971249487899976,0.0
