,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers,Treatment
0,B2M,B4bisGP,0.9889083479276123,1.0,0.015685964789894275,0.011091652072387659,False,Con
1,B2M,B4bisGP,1.0110916520723876,1.0,0.015685964789894275,0.011091652072387659,False,Con
2,B2M,R6 GP,1.0784020508438368,1.0,0.11087724362121894,0.07840205084383678,False,Con
3,B2M,R6 GP,0.9215979491561632,1.0,0.11087724362121894,0.07840205084383678,False,Con
4,B2M,V3 GP,1.2150577028759844,0.9999999999999999,0.34133128177213873,0.1970677074139843,False,Con
5,B2M,V3 GP,0.6064297490382853,0.9999999999999999,0.34133128177213873,0.1970677074139843,False,Con
6,B2M,V3 GP,1.17851254808573,0.9999999999999999,0.34133128177213873,0.1970677074139843,False,Con
7,B2M,V4 GP,0.9747422680412371,1.0,0.03571982709086694,0.02525773195876296,False,Con
8,B2M,V4 GP,1.025257731958763,1.0,0.03571982709086694,0.02525773195876296,False,Con
9,B2M,R5bis GP,1.1863028550777017,1.0,0.21264023051880515,0.12276789433057624,False,Cocaine
10,B2M,R5bis GP,1.0453559812070834,1.0,0.21264023051880515,0.12276789433057624,False,Cocaine
11,B2M,R5bis GP,0.7683411637152151,1.0,0.21264023051880515,0.12276789433057624,False,Cocaine
12,B2M,R6bisGP,1.3897778468230544,1.0,0.5512291172897462,0.3897778468230543,False,Cocaine
13,B2M,R6bisGP,0.6102221531769458,1.0,0.5512291172897462,0.3897778468230543,False,Cocaine
14,B2M,R8bisGP,0.8490437777576363,1.0000000000000002,0.1503034120980236,0.08677771543491318,False,Cocaine
15,B2M,R8bisGP,1.1496419831414848,1.0000000000000002,0.1503034120980236,0.08677771543491318,False,Cocaine
16,B2M,R8bisGP,1.0013142391008794,1.0000000000000002,0.1503034120980236,0.08677771543491318,False,Cocaine
17,B2M,V2GP,1.1163270570028372,1.0,0.16451130168436057,0.11632705700283724,False,Cocaine
18,B2M,V2GP,0.8836729429971627,1.0,0.16451130168436057,0.11632705700283724,False,Cocaine
19,B2M,V8GP,1.1671602890652766,1.0,0.2364003478863212,0.16716028906527663,False,Cocaine
20,B2M,V8GP,0.8328397109347233,1.0,0.2364003478863212,0.16716028906527663,False,Cocaine
21,NRXN3,B4bisGP,0.2755399883245767,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,Con
22,NRXN3,B4bisGP,0.23269118505545824,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,Con
23,NRXN3,R6 GP,0.738731040375988,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,Con
24,NRXN3,R6 GP,0.7524033326212347,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,Con
25,NRXN3,R6 GP,0.640888698995941,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,Con
26,NRXN3,V3 GP,0.9434420223484153,0.6435702509617145,0.262198212279879,0.15138020844082678,False,Con
27,NRXN3,V3 GP,0.4575013738779995,0.6435702509617145,0.262198212279879,0.15138020844082678,False,Con
28,NRXN3,V3 GP,0.5297673566587286,0.6435702509617145,0.262198212279879,0.15138020844082678,False,Con
29,NRXN3,V4 GP,0.2618556701030928,0.3779209621993127,0.141513935329255,0.08170310865642867,False,Con
30,NRXN3,V4 GP,0.336340206185567,0.3779209621993127,0.141513935329255,0.08170310865642867,False,Con
31,NRXN3,V4 GP,0.5355670103092784,0.3779209621993127,0.141513935329255,0.08170310865642867,False,Con
32,NRXN3,R5bis GP,0.5349656667871341,0.49879532586435366,0.10943091608286665,0.0631799688581104,False,Cocaine
33,NRXN3,R5bis GP,0.585561980484279,0.49879532586435366,0.10943091608286665,0.0631799688581104,False,Cocaine
34,NRXN3,R5bis GP,0.375858330321648,0.49879532586435366,0.10943091608286665,0.0631799688581104,False,Cocaine
35,NRXN3,R6bisGP,0.9122261923256177,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,Cocaine
36,NRXN3,R6bisGP,0.9877272021127855,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,Cocaine
37,NRXN3,R8bisGP,1.0159974621589776,0.868304178373969,0.2573444237243097,0.14857787231167935,False,Cocaine
38,NRXN3,R8bisGP,0.5711501858062177,0.868304178373969,0.2573444237243097,0.14857787231167935,False,Cocaine
39,NRXN3,R8bisGP,1.0177648871567118,0.868304178373969,0.2573444237243097,0.14857787231167935,False,Cocaine
40,NRXN3,V2GP,0.8506577250451379,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,Cocaine
41,NRXN3,V2GP,1.0018055197317512,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,Cocaine
42,NRXN3,V2GP,0.7087954604075316,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,Cocaine
43,NRXN3,V8GP,0.9169529676578605,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,Cocaine
44,NRXN3,V8GP,0.9803340836393792,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,Cocaine
