Target Name,pvalue,statistic
PAX6,0.1226390584033864,0.0
ACTB,0.34926767915166934,1.0
GAPDH,0.34926767915166934,1.0
GRIN1,0.1226390584033864,0.0
CAMK2A,0.34926767915166934,1.0
