,Sample Name,Target Name,NormQuant,NormMean,NormSD,NormSEM,Outliers
140,R8bisNST,B2M,0.7116957771390671,1.0000000000000002,0.4130021148111554,0.2384468821621053,False
142,R8bisNST,B2M,1.473137298253372,1.0000000000000002,0.4130021148111554,0.2384468821621053,False
145,R8bisGP,B2M,1.0013142391008794,1.0,0.1503034120980236,0.08677771543491318,False
147,R8bisGP,B2M,1.1496419831414848,1.0,0.1503034120980236,0.08677771543491318,False
148,R8bisGP,B2M,0.8490437777576363,1.0,0.1503034120980236,0.08677771543491318,False
150,R8bisSN,B2M,1.232423196041437,1.0,0.3356010215589995,0.1937593401374018,False
153,R8bisSN,B2M,0.6152504360827311,1.0,0.3356010215589995,0.1937593401374018,False
155,R8bisSN,B2M,1.152326367875832,1.0,0.3356010215589995,0.1937593401374018,False
157,V2NST,B2M,1.3469108689346536,1.0,0.37319897581590544,0.21546652914860565,False
159,V2NST,B2M,0.6051464799237559,1.0,0.37319897581590544,0.21546652914860565,False
161,V2NST,B2M,1.0479426511415904,1.0,0.37319897581590544,0.21546652914860565,False
162,V2GP,B2M,,1.0000000000000002,0.43126910367483684,0.24899333309983568,False
163,V2GP,B2M,1.487516254876463,1.0000000000000002,0.43126910367483684,0.24899333309983568,False
164,V2GP,B2M,0.6682704811443434,1.0000000000000002,0.43126910367483684,0.24899333309983568,False
166,V2GP,B2M,0.8442132639791939,1.0000000000000002,0.43126910367483684,0.24899333309983568,False
168,V2SN,B2M,2.1291490645745323,1.0,0.9828829829596553,0.5674677547936593,False
169,V2SN,B2M,,1.0,0.9828829829596553,0.5674677547936593,False
170,V2SN,B2M,0.5345503922751962,1.0,0.9828829829596553,0.5674677547936593,False
172,V2SN,B2M,0.3363005431502716,1.0,0.9828829829596553,0.5674677547936593,False
174,V8NST,B2M,1.1172279792746114,1.0,0.5056547443893356,0.29193990279019433,False
176,V8NST,B2M,0.44602763385146804,1.0,0.5056547443893356,0.29193990279019433,False
178,V8NST,B2M,1.4367443868739205,1.0,0.5056547443893356,0.29193990279019433,False
180,V8GP,B2M,2.7283311176459433e-08,1.0000000000000002,1.7320507508279699,0.9999999672406219,False
182,V8GP,B2M,2.999999934481244,1.0000000000000002,1.7320507508279699,0.9999999672406219,False
183,V8GP,B2M,,1.0000000000000002,1.7320507508279699,0.9999999672406219,False
184,V8GP,B2M,3.823544547801968e-08,1.0000000000000002,1.7320507508279699,0.9999999672406219,False
186,V8SN,B2M,0.8803881024335931,1.0,0.4566317446164838,0.2636364606748554,False
187,V8SN,B2M,,1.0,0.4566317446164838,0.2636364606748554,False
188,V8SN,B2M,0.6150787338953395,1.0,0.4566317446164838,0.2636364606748554,False
190,V8SN,B2M,1.5045331636710673,1.0,0.4566317446164838,0.2636364606748554,False
